id,TEMPERATURE_C,HUMIDITY_percentage,ALTITUDE_m,PRESSURE_hPa,PM10,PM25,PM100,P03um_perdecilitre,P05um_perdecilitre,P10um_perdecilitre,P25um_perdecilitre,P50um_perdecilitre,P100um_perdecilitre,CO2_ppm,TVOC_ppb,AIR_QUALITY_ppm,GAS_RESISTANCE_KOhms,TIME
933,24.62,66.22,221.98,98687.00,9.00,11.00,14.00,1446.00,450.00,59.00,4.00,4.00,2.00,413.00,1.00,1170.00,31758.00,"2022-04-30 02:47:40"
934,24.62,66.67,221.90,98688.00,10.00,12.00,14.00,1671.00,516.00,58.00,4.00,0.00,0.00,407.00,1.00,1221.00,31614.00,"2022-04-30 02:48:08"
935,24.63,67.20,221.90,98688.00,11.00,13.00,14.00,1728.00,540.00,60.00,2.00,2.00,0.00,400.00,0.00,1183.00,31352.00,"2022-04-30 02:48:35"
936,24.63,66.66,222.07,98686.00,11.00,13.00,13.00,1674.00,512.00,41.00,2.00,0.00,0.00,432.00,4.00,1199.00,31470.00,"2022-04-30 02:49:02"
937,24.61,66.51,222.07,98686.00,11.00,13.00,15.00,1638.00,506.00,54.00,4.00,4.00,0.00,426.00,3.00,1200.00,31614.00,"2022-04-30 02:49:29"
938,24.56,66.57,222.07,98686.00,11.00,13.00,14.00,1749.00,539.00,50.00,2.00,2.00,0.00,414.00,2.00,1179.00,31375.00,"2022-04-30 02:49:56"
939,24.45,67.07,222.07,98686.00,10.00,11.00,14.00,1629.00,505.00,41.00,5.00,5.00,0.00,400.00,0.00,1189.00,31734.00,"2022-04-30 02:50:23"
940,24.34,66.84,222.15,98685.00,11.00,13.00,15.00,1779.00,559.00,50.00,2.00,2.00,2.00,400.00,0.00,1175.00,32201.00,"2022-04-30 02:50:51"
941,24.23,66.68,222.24,98684.00,13.00,17.00,21.00,1941.00,621.00,72.00,6.00,4.00,2.00,406.00,0.00,1162.00,33045.00,"2022-04-30 02:51:18"
942,24.19,67.02,222.15,98685.00,11.00,17.00,19.00,1719.00,532.00,93.00,10.00,2.00,2.00,424.00,3.00,1165.00,32452.00,"2022-04-30 02:51:45"
943,24.21,67.20,222.15,98685.00,11.00,14.00,15.00,1797.00,551.00,75.00,4.00,0.00,0.00,400.00,0.00,1164.00,32176.00,"2022-04-30 02:52:12"
944,24.27,67.16,222.24,98684.00,12.00,15.00,17.00,1944.00,598.00,68.00,4.00,2.00,0.00,400.00,0.00,1195.00,32201.00,"2022-04-30 02:52:39"
945,24.30,66.99,222.15,98685.00,12.00,15.00,16.00,1812.00,557.00,68.00,4.00,2.00,0.00,442.00,6.00,1175.00,32301.00,"2022-04-30 02:53:06"
946,24.33,66.95,222.15,98685.00,10.00,11.00,16.00,1590.00,476.00,36.00,8.00,6.00,0.00,411.00,1.00,1172.00,32376.00,"2022-04-30 02:53:33"
947,24.35,66.93,222.07,98686.00,12.00,14.00,15.00,1797.00,560.00,55.00,2.00,0.00,0.00,411.00,1.00,1190.00,32351.00,"2022-04-30 02:54:00"
948,24.37,67.17,222.07,98686.00,14.00,15.00,15.00,2019.00,619.00,67.00,0.00,0.00,0.00,400.00,0.00,1187.00,31734.00,"2022-04-30 02:54:28"
949,24.38,67.01,222.07,98686.00,12.00,15.00,16.00,1833.00,563.00,54.00,2.00,2.00,0.00,400.00,0.00,1187.00,32077.00,"2022-04-30 02:54:55"
950,24.44,66.86,221.98,98687.00,13.00,16.00,18.00,1905.00,577.00,50.00,6.00,2.00,2.00,418.00,2.00,1219.00,32101.00,"2022-04-30 02:55:22"
951,24.45,66.70,221.90,98688.00,11.00,13.00,13.00,1815.00,548.00,24.00,5.00,0.00,0.00,414.00,2.00,1184.00,32101.00,"2022-04-30 02:55:49"
952,24.43,66.77,221.90,98688.00,9.00,11.00,12.00,1572.00,469.00,49.00,2.00,2.00,0.00,414.00,2.00,1175.00,32301.00,"2022-04-30 02:56:16"
953,24.42,66.72,221.98,98687.00,13.00,16.00,17.00,1938.00,614.00,70.00,6.00,0.00,0.00,405.00,0.00,1195.00,32276.00,"2022-04-30 02:56:43"
954,24.40,66.71,221.90,98688.00,13.00,17.00,19.00,1953.00,625.00,77.00,6.00,0.00,0.00,414.00,2.00,1239.00,32276.00,"2022-04-30 02:57:11"
955,24.38,66.61,221.90,98688.00,13.00,17.00,22.00,1845.00,583.00,84.00,11.00,6.00,0.00,406.00,0.00,1185.00,32528.00,"2022-04-30 02:57:38"
956,24.35,66.82,221.81,98689.00,13.00,15.00,22.00,1878.00,583.00,71.00,14.00,5.00,2.00,411.00,1.00,1238.00,32656.00,"2022-04-30 02:58:05"
957,24.40,66.65,221.90,98688.00,12.00,15.00,21.00,1812.00,559.00,79.00,11.00,6.00,2.00,400.00,0.00,1178.00,32784.00,"2022-04-30 02:58:32"
958,24.40,66.41,221.98,98687.00,12.00,14.00,18.00,2001.00,586.00,45.00,6.00,6.00,0.00,400.00,0.00,1187.00,32554.00,"2022-04-30 02:59:05"
959,24.42,66.31,221.98,98687.00,12.00,14.00,16.00,1746.00,552.00,68.00,6.00,2.00,0.00,400.00,0.00,1168.00,32477.00,"2022-04-30 02:59:26"
960,24.43,66.28,221.98,98687.00,11.00,12.00,13.00,1728.00,523.00,38.00,2.00,2.00,0.00,400.00,0.00,1168.00,32605.00,"2022-04-30 02:59:54"
961,24.43,66.29,222.15,98685.00,12.00,14.00,17.00,1923.00,600.00,51.00,4.00,4.00,2.00,400.00,0.00,1211.00,32681.00,"2022-04-30 03:00:21"
962,24.41,66.34,222.15,98685.00,14.00,16.00,19.00,2112.00,652.00,62.00,5.00,5.00,2.00,418.00,2.00,1218.00,32681.00,"2022-04-30 03:00:48"
963,24.38,66.32,222.24,98684.00,12.00,14.00,15.00,1941.00,610.00,46.00,2.00,0.00,0.00,423.00,3.00,1217.00,32759.00,"2022-04-30 03:01:15"
964,24.33,66.50,222.15,98685.00,12.00,17.00,20.00,1971.00,619.00,85.00,4.00,4.00,0.00,400.00,0.00,1177.00,32784.00,"2022-04-30 03:01:42"
965,24.29,66.66,222.07,98686.00,12.00,14.00,16.00,1842.00,566.00,45.00,6.00,4.00,0.00,400.00,0.00,1175.00,32656.00,"2022-04-30 03:02:09"
966,24.24,66.93,222.07,98686.00,13.00,16.00,18.00,1794.00,573.00,86.00,4.00,2.00,0.00,400.00,0.00,1173.00,32914.00,"2022-04-30 03:02:36"
967,24.18,66.87,222.07,98686.00,15.00,17.00,21.00,2175.00,681.00,62.00,7.00,5.00,0.00,400.00,0.00,1161.00,32940.00,"2022-04-30 03:03:04"
968,24.14,67.02,222.07,98686.00,14.00,19.00,21.00,2052.00,640.00,109.00,6.00,2.00,0.00,400.00,0.00,1159.00,33124.00,"2022-04-30 03:03:31"
969,24.10,67.22,222.15,98685.00,14.00,19.00,21.00,2169.00,685.00,93.00,5.00,2.00,0.00,413.00,1.00,1159.00,33124.00,"2022-04-30 03:03:58"
970,24.07,67.26,222.07,98686.00,13.00,15.00,20.00,2142.00,658.00,51.00,8.00,6.00,0.00,411.00,1.00,1168.00,31929.00,"2022-04-30 03:04:31"
971,23.99,67.30,222.15,98685.00,14.00,17.00,21.00,1911.00,610.00,82.00,4.00,4.00,4.00,400.00,0.00,1178.00,32888.00,"2022-04-30 03:05:24"
972,23.96,67.43,222.15,98685.00,16.00,18.00,21.00,2226.00,673.00,72.00,5.00,5.00,0.00,400.00,0.00,1170.00,33150.00,"2022-04-30 03:05:51"
973,23.97,67.45,222.15,98685.00,14.00,16.00,16.00,2013.00,619.00,67.00,0.00,0.00,0.00,400.00,0.00,1163.00,33203.00,"2022-04-30 03:06:21"
974,23.94,67.65,222.24,98684.00,14.00,19.00,20.00,2196.00,675.00,79.00,2.00,2.00,0.00,423.00,3.00,1182.00,33124.00,"2022-04-30 03:06:45"
975,23.90,67.76,222.24,98684.00,14.00,16.00,19.00,2139.00,667.00,67.00,5.00,5.00,2.00,400.00,0.00,1161.00,33256.00,"2022-04-30 03:07:13"
976,23.85,67.56,222.15,98685.00,15.00,21.00,23.00,2220.00,709.00,98.00,9.00,2.00,0.00,418.00,2.00,1207.00,33524.00,"2022-04-30 03:07:40"
977,23.82,67.63,222.07,98686.00,12.00,15.00,17.00,1917.00,600.00,59.00,2.00,2.00,2.00,406.00,0.00,1211.00,33363.00,"2022-04-30 03:08:07"
978,23.81,67.84,222.07,98686.00,12.00,16.00,20.00,2100.00,631.00,78.00,6.00,4.00,2.00,417.00,2.00,1211.00,33309.00,"2022-04-30 03:08:34"
979,23.75,68.05,221.98,98687.00,12.00,14.00,15.00,1722.00,535.00,53.00,2.00,0.00,0.00,418.00,2.00,1169.00,33443.00,"2022-04-30 03:09:01"
980,23.77,67.93,222.07,98686.00,13.00,16.00,16.00,2055.00,621.00,62.00,2.00,0.00,0.00,413.00,1.00,1173.00,33497.00,"2022-04-30 03:09:28"
981,23.80,67.73,222.07,98686.00,13.00,14.00,16.00,2106.00,626.00,55.00,4.00,0.00,0.00,400.00,0.00,1153.00,33497.00,"2022-04-30 03:09:55"
982,23.78,68.01,222.07,98686.00,12.00,15.00,17.00,1914.00,594.00,50.00,4.00,2.00,0.00,411.00,1.00,1207.00,33605.00,"2022-04-30 03:10:22"
983,23.73,68.08,221.98,98687.00,14.00,16.00,19.00,2043.00,637.00,68.00,6.00,2.00,0.00,413.00,1.00,1159.00,33470.00,"2022-04-30 03:10:50"
984,23.70,67.95,221.98,98687.00,14.00,16.00,18.00,1962.00,624.00,56.00,4.00,2.00,0.00,411.00,1.00,1183.00,33551.00,"2022-04-30 03:11:17"
985,23.69,67.97,221.98,98687.00,12.00,14.00,15.00,1824.00,567.00,57.00,2.00,2.00,0.00,411.00,1.00,1172.00,33443.00,"2022-04-30 03:11:44"
986,23.68,68.27,221.90,98688.00,11.00,14.00,17.00,1689.00,523.00,68.00,6.00,4.00,2.00,411.00,1.00,1171.00,33551.00,"2022-04-30 03:12:11"
987,23.68,68.23,221.90,98688.00,12.00,18.00,22.00,1947.00,608.00,105.00,11.00,4.00,0.00,400.00,0.00,1173.00,33524.00,"2022-04-30 03:12:39"
988,23.73,67.90,221.98,98687.00,11.00,14.00,15.00,1806.00,547.00,68.00,6.00,0.00,0.00,418.00,2.00,1171.00,33470.00,"2022-04-30 03:13:33"
989,23.78,67.77,222.07,98686.00,14.00,16.00,18.00,2061.00,631.00,55.00,4.00,4.00,0.00,413.00,1.00,1171.00,33470.00,"2022-04-30 03:14:00"
990,23.76,68.05,222.07,98686.00,12.00,14.00,18.00,1749.00,543.00,54.00,6.00,4.00,0.00,413.00,1.00,1179.00,33633.00,"2022-04-30 03:14:27"
991,23.70,68.22,221.98,98687.00,12.00,13.00,14.00,1749.00,540.00,40.00,2.00,0.00,0.00,417.00,2.00,1171.00,33524.00,"2022-04-30 03:14:54"
992,23.62,68.50,222.07,98686.00,15.00,19.00,21.00,2187.00,683.00,92.00,4.00,4.00,0.00,400.00,0.00,1160.00,16867.00,"2022-04-30 03:18:35"
993,23.53,68.57,221.90,98688.00,15.00,17.00,18.00,2019.00,633.00,63.00,2.00,2.00,0.00,414.00,2.00,1202.00,16034.00,"2022-04-30 03:21:27"
994,23.50,68.54,221.81,98689.00,16.00,18.00,18.00,2136.00,664.00,73.00,0.00,0.00,0.00,411.00,1.00,1231.00,20864.00,"2022-04-30 03:21:54"
995,23.52,68.32,221.73,98690.00,13.00,15.00,17.00,1983.00,600.00,66.00,2.00,2.00,0.00,417.00,2.00,1190.00,24132.00,"2022-04-30 03:22:21"
996,23.60,67.99,221.64,98691.00,12.00,14.00,16.00,1800.00,557.00,52.00,4.00,4.00,0.00,407.00,1.00,1173.00,26315.00,"2022-04-30 03:22:48"
997,23.72,67.68,221.73,98690.00,15.00,21.00,22.00,2046.00,628.00,104.00,11.00,0.00,0.00,411.00,1.00,1223.00,28851.00,"2022-04-30 03:23:43"
998,23.77,67.64,221.81,98689.00,12.00,14.00,18.00,1824.00,570.00,63.00,7.00,4.00,0.00,400.00,0.00,1200.00,29590.00,"2022-04-30 03:24:10"
999,23.80,67.69,221.73,98690.00,14.00,20.00,21.00,2211.00,662.00,108.00,2.00,2.00,2.00,411.00,0.00,1168.00,30039.00,"2022-04-30 03:24:37"
1000,23.83,67.56,221.73,98690.00,13.00,20.00,22.00,1947.00,613.00,93.00,16.00,0.00,0.00,411.00,1.00,1179.00,30568.00,"2022-04-30 03:25:04"
1001,23.86,67.57,221.73,98690.00,14.00,16.00,16.00,2025.00,630.00,62.00,0.00,0.00,0.00,400.00,0.00,1153.00,30636.00,"2022-04-30 03:25:31"
